Mineral Name,Mineral Name (plain),Mineral Name (HTML),Valence Chemistry,Valence Chemistry (concise),Valence Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,RRUFF IDs,Database ID,Year First Published,IMA Status,Structural Groupname,Crystal Systems,Space Groups,Valence Elements,IMA Mineral Symbol,Paragenetic Modes,Mindat ID,Mindat Long ID,Mindat GUID,Mindat Updated,Mindat Entry Type,Mindat Entry Type Text,Mindat Formula,Mindat Formula Note,Mindat IMA Formula,Mindat IMA Status,Mindat IMA Notes,Mindat Description,Mindat Elements,Mindat Significant Elements,Mindat Key Elements,Mindat Discovery Year,Mindat Approval Year,Mindat Publication Year,Mindat IMA History,Mindat IMA Symbol,Mindat Strunz 10 Class,Mindat Strunz 10 Subclass,Mindat Strunz 10 Division,Mindat Strunz 10 Group,Mindat Dana 8 Class,Mindat Dana 8 Type,Mindat Dana 8 Group,Mindat Dana 8 Number,Mindat Colour,Mindat Streak,Mindat Lustre,Mindat Lustre Type,Mindat Diapheny,Mindat Hardness Minimum,Mindat Hardness Maximum,Mindat Hardness Type,Mindat Measured Density,Mindat Calculated Density,Mindat Crystal System,Mindat Crystal Class,Mindat Space Group,Mindat Unit Cell a,Mindat Unit Cell b,Mindat Unit Cell c,Mindat Unit Cell Alpha,Mindat Unit Cell Beta,Mindat Unit Cell Gamma,Mindat Unit Cell Volume,Mindat Cleavage,Mindat Cleavage Type,Mindat Fracture Type,Mindat Tenacity,Mindat Magnetism,Mindat Optical Type,Mindat Optical Sign,Mindat Optical Colour,Mindat Optical Birefringence,Mindat Optical 2V Calculated,Mindat Optical 2V Measured,Mindat Weighting
Adachiite,Adachiite,Adachiite,CaFe2+3Al6(Si5AlO18)(BO3)3(OH)3(OH),CaFe^2+^_3_Al_6_(Si_5_AlO_18_)(BO_3_)_3_(OH)_3_(OH),CaFe<sup>2+</sup><sub>3</sub>Al<sub>6</sub>(Si<sub>5</sub>AlO<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>(OH),CaFe<sup>2+</sup><sub>3</sub>Al<sub>6</sub>(Si<sub>5</sub>AlO<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>(OH),Ca Fe Al Si O B H,,6164,2012,Approved,Tourmaline,hexagonal,R3m,Ca Fe^2+ Al Si O B H,Adc,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",43780,1:1:43780:2,3a3b4a5c-1b5d-488e-a593-3195e27440f7,2025-09-15 21:32:53,0,mineral,CaFe<sub>3</sub>Al<sub>6</sub>(Si<sub>5</sub>AlO<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>(OH),,CaFe<sup>2+</sup><sub>3</sub>Al<sub>6</sub>(Si<sub>5</sub>AlO<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>(OH),APPROVED,,"Adachiite is the first member of the tourmaline group formed via Tschermak–like substitution. This means it is the first aluminosilicate tourmaline (compare alumino-oxy-rossmanite). In terms of heteroatomic silicate group in tourmalines, the third memb...",Al; Ca; Fe; Si; B; O; H,Al; Ca; Fe; Si; B; O; H,B,,2013,2014,,Adc,9,C,K,,,,,,Brownish–purple to bluish–purple,,,,Transparent,0.0,0.0,0,,3.228,Trigonal,11,86,15.9290,, 7.1830,,,,1578.39,,,,,,Uniaxial,-,,,,,59
Adamite,Adamite,Adamite,Zn2+2As5+O4(OH),Zn^2+^_2_As^5+^O_4_(OH),Zn<sup>2+</sup><sub>2</sub>As<sup>5+</sup>O<sub>4</sub>(OH),Zn<sub>2</sub>(AsO<sub>4</sub>)(OH),Zn As O H,,786,1866,"Approved, Grandfathered",Andalusite,orthorhombic,Pnnm,Zn^2+ As^5+ O H,Ad,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",21,1:1:21:1,c339183f-cf96-4ccc-96c9-6eeb7a0c81d0,2025-09-20 19:26:19,0,mineral,Zn<sub>2</sub>(AsO<sub>4</sub>)(OH),,Zn<sup>2+</sup><sub>2</sub>As<sup>5+</sup>O<sub>4</sub>(OH),APPROVED; GRANDFATHERED,,"Olivenite Group. Adamite-Olivenite Series. 
The orthorhombic dimorph of Paradamite. The Zn analogue of Olivenite.

In terms of chemistry, but not structure, adamite is an arsenic equivalent (stoichiometrically similar to) of tarbuttite. The two mine...",As; Zn; O; H,As; Zn; O; H,As; Zn,1866,0,1866,,Ad,8,B,B,30,41,6,6,3,"Ideally white, colourless, frequently pale yellow, honey-yellow, brownish yellow, rose red; blue, pale green to green, may be zoned; bright green (Cu-bearing); bright pink, purple (Co-bearing)",white,Vitreous,"Vitreous,Sub-Vitreous,Waxy,Greasy","Transparent,Translucent",3.5,3.5,3,4.32,4.435,Orthorhombic,8,73,8.304,8.524,6.036,0,0,0,0.0,"on {101}, good; on {010}, poor.",Distinct/Good,"Irregular/Uneven,Conchoidal",very brittle,,Biaxial,+/-,,0.05,74,78,23078
Adamsite-(Y),Adamsite-(Y),Adamsite-(Y),NaY(CO3)2·6H2O,NaY(CO_3_)_2_·6H_2_O,NaY(CO<sub>3</sub>)<sub>2</sub>·6H<sub>2</sub>O,NaY(CO<sub>3</sub>)<sub>2</sub>·6H<sub>2</sub>O,Na Y C O H,,787,1999,Approved,Not in a structural group,triclinic,"P1, P1",Na Y C O H,Ads-Y,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",7088,1:1:7088:7,78278cbc-7ada-4c04-970f-a65e480cee57,2025-08-11 12:14:28,0,mineral,NaY[CO<sub>3</sub>]<sub>2</sub>&middot;6H<sub>2</sub>O,,NaY(CO<sub>3</sub>)<sub>2</sub>·6H<sub>2</sub>O,APPROVED,,"Chemically similar to shomiokite-(Y), lecoqite-(Y), and horváthite-(Y); also to thomasclarkite-(Y) (bicarbonate).

The structure is layered; one carbonate group is perpendicular, and  the other parallel to the layering. In the crystal structure there...",Na; O; C; H; Y,Na; O; C; H; Y,Y,1992,1999,2000,,Ads-Y,5,C,C,30,0,0,0,0,"Colourless, white, pale pink, pale purple.",White,"Vitreous , Pearly",Pearly,"Transparent,Translucent",3.0,3.0,0,2.27,2.27,Triclinic,1,1,6.2592,13.0838,13.227,91.130,103.554,90.188,1049.1,"Perfect on {001}; good on {100}, {010}.",Perfect,,brittle,,Biaxial,+,,,0,0,1117
Adanite,Adanite,Adanite,Pb2+2(Te4+O3)(S6+O4),Pb^2+^_2_(Te^4+^O_3_)(S^6+^O_4_),Pb<sup>2+</sup><sub>2</sub>(Te<sup>4+</sup>O<sub>3</sub>)(S<sup>6+</sup>O<sub>4</sub>),Pb<sub>2</sub>(Te<sup>4+</sup>O<sub>3</sub>)(SO<sub>4</sub>),Pb Te O S,,6938,2019,Approved,,monoclinic,P21/n,Pb^2+ Te^4+ O S^6+,Adn,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",54113,1:1:54113:2,c8b322cd-750e-47e0-88c6-f28268c89659,2026-01-15 15:34:46,0,mineral,Pb<sub>2</sub>(Te<sup>4+</sup>O<sub>3</sub>)(SO<sub>4</sub>),,Pb<sup>2+</sup><sub>2</sub>(Te<sup>4+</sup>O<sub>3</sub>)(S<sup>6+</sup>O<sub>4</sub>),APPROVED,,"Known synthetic analogue.

Not to be confused with adamite. Chemically resembles northstarite (which, however, is a tellurate-thiosulfate), schieffelinite, and to some extent also eztlite.",Pb; Te; O; S,Pb; Te; O; S,Pb; Te,,2019,2020,,Adn,7,B,D,,,,,,beige,white,,Adamantine,Transparent,2.5,2.5,0,,6.385,Monoclinic,5,14,7.3830,10.7545,9.3517,,9.3517,,0.0,,None Observed,Conchoidal,brittle,,Biaxial,-,,,,54,40
Addibischoffite,Addibischoffite,Addibischoffite,Ca2Al6Al6O20,Ca_2_Al_6_Al_6_O_20_,Ca<sub>2</sub>Al<sub>6</sub>Al<sub>6</sub>O<sub>20</sub>,Ca<sub>2</sub>Al<sub>6</sub>Al<sub>6</sub>O<sub>20</sub>,Ca Al O,,6412,2015,Approved,Sapphirine,triclinic,P1,Ca Al O,Add,"Abiotic, Primary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates",46547,1:1:46547:0,68ed85f8-f9b9-4233-bb1b-5f2faf782002,2025-08-11 12:15:13,0,mineral,Ca<sub>2</sub>Al<sub>6</sub>Al<sub>6</sub>O<sub>20</sub>,,Ca<sub>2</sub>Al<sub>6</sub>Al<sub>6</sub>O<sub>20</sub>,APPROVED,,"The Al analogue of beckettite and warkite.

Chemically similar to brownmillerite, dmitryivanovite, grossite, hibonite, and krotite.

A new refractory phase formed in the solar nebula, most likely as a result of crystallization from an 16O-rich Ca, ...",Al; Ca; O,Al; Ca; O,,,2015,2017,,Add,4,B,C,,,,,,,,,,,0.0,0.0,0,,3.41,Triclinic,2,2,10.367,10.756,8.895,106,96,124.7,739.7,,,,,,,,,,,,11
Adelite,Adelite,Adelite,CaMgAs5+O4(OH),CaMgAs^5+^O_4_(OH),CaMgAs<sup>5+</sup>O<sub>4</sub>(OH),CaMg(AsO<sub>4</sub>)(OH),Ca Mg As O H,,788,1891,"Approved, Grandfathered",Conichalcite,orthorhombic,P212121,Ca Mg As^5+ O H,Ade,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",23,1:1:23:5,be8d5008-5334-4cbf-badb-d863f7194c04,2025-08-11 12:14:17,0,mineral,CaMg(AsO<sub>4</sub>)(OH),,CaMgAs<sup>5+</sup>O<sub>4</sub>(OH),APPROVED; GRANDFATHERED,,"Adelite-Descloizite Group. Adelite-Gottlobite Series. 
The arsenate analogue of Gottlobite.

Crystal structure details (Effenberger et al., 2002): M2 site is Mg; there are (M2)O6 octahedra that share edges to form chains; the chains are parallel to ...",As; Ca; Mg; O; H,As; Ca; Mg; O; H,As,1887,0,1891,,Ade,8,B,H,35,41,5,1,1,"Colourless, white, grey, bluish grey, yellowish grey, yellow, pale green, pinkish brown, brown",White,Resinous,"Vitreous,Greasy","Transparent,Translucent",5.0,5.0,0,3.71,3.78,Orthorhombic,7,44,7.43,8.85,5.88,0,0,0,0.0,,None Observed,"Irregular/Uneven,Conchoidal",brittle,,Biaxial,+,,0.019,0,68,320
Admontite,Admontite,Admontite,MgB6O10·7H2O,MgB_6_O_10_·7H_2_O,MgB<sub>6</sub>O<sub>10</sub>·7H<sub>2</sub>O,MgB<sub>6</sub>O<sub>10</sub>·7H<sub>2</sub>O,Mg B O H,,789,1978,Approved,Not in a structural group,monoclinic,P21/c,Mg B O H,Amt,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)",27,1:1:27:3,c3820f1c-e5ec-4eb6-9e67-51384877a3c2,2025-08-11 12:14:17,0,mineral,MgB<sub>6</sub>O<sub>10</sub>&middot;7H<sub>2</sub>O,,MgB<sub>6</sub>O<sub>10</sub>·7H<sub>2</sub>O,APPROVED,,,Mg; B; O; H,Mg; B; O; H,B,1978,1978,1979,,Amt,6,F,A,15,26,6,3,1,Colourless,White,,Vitreous,"Transparent,Translucent",2.0,3.0,0,1.82,1.831,Monoclinic,5,14,12.68,10.07,11.32,0,109.68,0,0.0,,None Observed,Conchoidal,,,Biaxial,-,,,0,0,6
Adolfpateraite,Adolfpateraite,Adolfpateraite,K(U6+O2)(S6+O4)(OH)(H2O),K(U^6+^O_2_)(S^6+^O_4_)(OH)(H_2_O),K(U<sup>6+</sup>O<sub>2</sub>)(S<sup>6+</sup>O<sub>4</sub>)(OH)(H<sub>2</sub>O),K(UO<sub>2</sub>)(SO<sub>4</sub>)(OH)(H<sub>2</sub>O),K U O S H,,5970,2011,Approved,Not in a structural group,monoclinic,P21/c,K U^6+ O S^6+ H,Adp,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals",42458,1:1:42458:9,0edc708f-0afe-4716-be74-8e84f0adfa67,2025-08-11 12:15:09,0,mineral,K(UO<sub>2</sub>)(SO<sub>4</sub>)(OH)(H<sub>2</sub>O),,K(U<sup>6+</sup>O<sub>2</sub>)(S<sup>6+</sup>O<sub>4</sub>)(OH)(H<sub>2</sub>O),APPROVED,,"Chemically related to geschieberite and zippeite.

Crystal structure contains pentagonal bipyramids of uranyl groups. They form chains extending along [010]. The bypiramids share vertices in which OH groups are located. The sulfate groups are located...",O; K; S; H; U,O; K; S; H; U,U,,2011,2012,,Adp,7,E,C,,,,,,Sulphur-yellow to greenish yellow,Pale yellow,,Vitreous,"Transparent,Translucent",2.0,2.0,0,,4.24,Monoclinic,5,14,8.0462,7.9256,11.3206,,107.726,,687.65,,None Observed,Irregular/Uneven,brittle,,Biaxial,,,0.062,,,67
Adranosite,Adranosite,Adranosite,(N3-H4)4NaAl2(S6+O4)4Cl(OH)2,(N^3-^H_4_)_4_NaAl_2_(S^6+^O_4_)_4_Cl(OH)_2_,(N<sup>3-</sup>H<sub>4</sub>)<sub>4</sub>NaAl<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>Cl(OH)<sub>2</sub>,(NH<sub>4</sub>)<sub>4</sub>NaAl<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>Cl(OH)<sub>2</sub>,N H Na Al S O Cl,,5717,2008,Approved,Adranosite,tetragonal,I41/acd,N^3- H Na Al S^6+ O Cl,Arn,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals",39324,1:1:39324:3,0da2ab47-a438-4897-b3c2-0125e50654e9,2025-08-11 12:15:05,0,mineral,(NH<sub>4</sub>)<sub>4</sub>NaAl<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>Cl(OH)<sub>2</sub>,,(N<sup>3-</sup>H<sub>4</sub>)<sub>4</sub>NaAl<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>Cl(OH)<sub>2</sub>,APPROVED,,"The Al analogue of Adranosite-(Fe). 

Unique combination of elements. One of a few ammonium-sodium sulfates among acmonidesite, adranosite-(Fe), lecontite, möhnite, and therasiasite. 

In the crystal structure there are: (1) NaO4Cl2 tetragonal squa...",Al; Cl; Na; N; O; S; H,Al; Cl; Na; N; O; S; H,Cl; N,,2008,0,,Arn,7,B,C,,30,4,5,,"Colorless, white",White,,Vitreous,Translucent,0.0,0.0,0,2.15,2.176,Tetragonal,27,177,18.118,,11.320,,,,0.0,,None Observed,None observed,,,Uniaxial,-,,,,,233
Adranosite-(Fe),Adranosite-(Fe),Adranosite-(Fe),(N3-H4)4NaFe3+2(S6+O4)4Cl(OH)2,(N^3-^H_4_)_4_NaFe^3+^_2_(S^6+^O_4_)_4_Cl(OH)_2_,(N<sup>3-</sup>H<sub>4</sub>)<sub>4</sub>NaFe<sup>3+</sup><sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>Cl(OH)<sub>2</sub>,(NH<sub>4</sub>)<sub>4</sub>NaFe<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>Cl(OH)<sub>2</sub>,N H Na Fe S O Cl,,5936,2011,Approved,Adranosite,tetragonal,I41/acd,N^3- H Na Fe^3+ S^6+ O Cl,Arn-Fe,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals",38898,1:1:38898:6,fb462afb-070e-4dfc-b55a-5a3f90e31fe8,2025-08-11 12:15:05,0,mineral,(NH<sub>4</sub>)<sub>4</sub>NaFe<sup>3+</sup><sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>Cl(OH)<sub>2</sub>,"Alternative crystal-chemical formula, emphasising the presence of -Na-Cl-Na-Cl- chains in the structure:(NH<sub>4</sub>)<sub>4</sub>Fe<sup>3+</sup> <sub>2</sub>(OH)<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>.NaCl; some NH4 may be replaced by K.  ",(N<sup>3-</sup>H<sub>4</sub>)<sub>4</sub>NaFe<sup>3+</sup><sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>Cl(OH)<sub>2</sub>,APPROVED,,"The Fe3+ analogue of Adranosite-(Al). Chemically related to acmonidesite and therasiasite.

Originally described as an anthropogenic phase that has formed on a burning coal dump [""Unnamed (NH4-Fe-Na-Cl Sulphate)""]. Subsequently found in a natural fum...",Cl; Fe; Na; N; O; S; H,Cl; Fe; Na; N; O; S; H,Cl; N,,2011,2013,,Arn-Fe,7,B,C,,,,,,pale yellow,white,,Vitreous,,0.0,0.0,0,2.18,2.195,Tetragonal,27,177,18.261,,11.562,,,,0.0,{001},Perfect,,,,Uniaxial,-,,,,,196
Adrianite,Adrianite,Adrianite,Ca12(Al4Mg3Si7)O32Cl6,Ca_12_(Al_4_Mg_3_Si_7_)O_32_Cl_6_,Ca<sub>12</sub>(Al<sub>4</sub>Mg<sub>3</sub>Si<sub>7</sub>)O<sub>32</sub>Cl<sub>6</sub>,Ca<sub>12</sub>(Al<sub>4</sub>Mg<sub>3</sub>Si<sub>7</sub>)O<sub>32</sub>Cl<sub>6</sub>,Ca Al Mg Si O Cl,,6322,2014,Approved,,cubic,I43d,Ca Al Mg Si O Cl,Adt,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases",46164,1:1:46164:1,9e82441b-750d-42ef-9a10-d5ebf3033073,2025-08-11 12:15:13,0,mineral,Ca<sub>12</sub>(Al<sub>4</sub>Mg<sub>3</sub>Si<sub>7</sub>)O<sub>32</sub>Cl<sub>6</sub>,,Ca<sub>12</sub>(Al<sub>4</sub>Mg<sub>3</sub>Si<sub>7</sub>)O<sub>32</sub>Cl<sub>6</sub>,APPROVED,,,Al; Ca; Cl; Mg; Si; O,Al; Ca; Cl; Mg; Si; O,Cl,2014,2014,2018,,Adt,9,A,D,,0,0,0,0,,,,,,0.0,0.0,0,,3.03,Isometric,30,209,11.981,,,,,,1719.8,,,,,,,,,,,,6
Aegirine,Aegirine,Aegirine,NaFe3+Si2O6,NaFe^3+^Si_2_O_6_,NaFe<sup>3+</sup>Si<sub>2</sub>O<sub>6</sub>,NaFe<sup>3+</sup>Si<sub>2</sub>O<sub>6</sub>,Na Fe Si O,,790,1835,Approved,Pyroxene,monoclinic,C2/c,Na Fe^3+ Si O,Aeg,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals",31,1:1:31:0,4ba154d7-d900-4bf0-b09b-016e8a41633d,2025-12-11 14:46:43,0,mineral,NaFe<sup>3+</sup>Si<sub>2</sub>O<sub>6</sub>,,NaFe<sup>3+</sup>Si<sub>2</sub>O<sub>6</sub>,APPROVED; GRANDFATHERED,,"Pyroxene Group. Clinopyroxene Subgroup.
Both acmite and aegirine have been used as designations of pyroxenes close to NaFe3+Si2O6 in composition. Acmite has also often been used to refer to the brown variety with pointed terminations (usually {221} an...",Fe; Na; Si; O,Fe; Na; Si; O,,1821,0,1821,Approved in 1988 (special procedure).,Aeg,9,D,A,25,65,1,3c,2,"Dark green to greenish black, reddish brown, black",Pale yellowish grey,"Vitreous, resious",Vitreous,"Transparent,Opaque",6.0,6.0,0,3.5,3.576,Monoclinic,5,10,9.658,8.795,5.294,0,107.42,0,0.0,Good on {110},Distinct/Good,Irregular/Uneven,brittle,,Biaxial,-,,0.061,68,60,29856
Aegirine-augite,Aegirine-augite,Aegirine-augite,"(Ca,Na)(Fe3+,Mg,Fe2+)Si2O6","(Ca,Na)(Fe^3+^,Mg,Fe^2+^)Si_2_O_6_","(Ca,Na)(Fe<sup>3+</sup>,Mg,Fe<sup>2+</sup>)Si<sub>2</sub>O<sub>6</sub>","(Ca,Na)(Fe<sup>3+</sup>,Mg,Fe<sup>2+</sup>)Si<sub>2</sub>O<sub>6</sub>",Ca Na Fe Mg Si O,,4919,1892,"Approved, Redefined",Pyroxene,monoclinic,C2/c,Ca Na Fe^3+ Mg Fe^2+ Si O,Aeg-Aug,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism, PM40 - Regional metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals",32,1:1:32:7,3a889c2b-214f-4be6-a7d5-6587ec7ef473,2026-06-07 19:25:26,0,mineral,(Na<sub>a</sub>Ca<sub>b</sub>Fe<sup>2+</sup><sub>c</sub>Mg<sub>d</sub>)(Fe<sup>3+</sup><sub>e</sub>Al<sub>f</sub>Fe<sup>2+</sup><sub>g</sub>Mg<sub>h</sub>)Si<sub>2</sub>O<sub>6</sub>,"a+b+c+d = 1
e+f+g=h = 1
a = e+f
0.2 ≤ a ≤ 0.8
e > f
The IMA gives the formula as <f>(Ca,Na)(Fe#3+#,Mg,Fe#2+#)Si^2O^6</f>.","(Ca,Na)(Fe<sup>3+</sup>,Mg,Fe<sup>2+</sup>)Si<sub>2</sub>O<sub>6</sub>",APPROVED,REDEFINED,"Aegirine-augite was mostly treated as a variety until Joan R. Clark and James J. Papike (1968) redefined aegirine-augite from a neotype location, although the validation of aegirine-augite did not materially alter the original description except to res...",Al; Ca; Fe; Mg; Na; Si; O,Al; Ca; Fe; Mg; Na; Si; O,,1892,0,0,Redefined by IMA: 1988 (special procedure).,Aeg-Aug,9,D,A,20,65,1,3b,2,,,,,,6.0,6.0,0,0,0,Monoclinic,5,10,9.663,8.813,5.2184,0,106.40,0,0.0,,,,,,Biaxial,-,,,58,70,1711
Aenigmatite,Aenigmatite,Aenigmatite,Na4(Fe2+10Ti4+2)O4[Si12O36],Na_4_(Fe^2+^_10_Ti^4+^_2_)O_4_[Si_12_O_36_],Na<sub>4</sub>(Fe<sup>2+</sup><sub>10</sub>Ti<sup>4+</sup><sub>2</sub>)O<sub>4</sub>[Si<sub>12</sub>O<sub>36</sub>],Na<sub>4</sub>[Fe<sup>2+</sup><sub>10</sub>Ti<sub>2</sub>]O<sub>4</sub>[Si<sub>12</sub>O<sub>36</sub>],Na Fe Ti O Si,,791,1865,Approved,Sapphirine,triclinic,P1,Na Fe^2+ Ti^4+ O Si,Aen,"Abiotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM20 - Acidic volcanic rocks, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites",33,1:1:33:4,4604776d-ce79-4ea5-8464-6b4c3a3c4271,2025-09-12 12:48:22,0,mineral,Na<sub>4</sub>[Fe<sup>2+</sup><sub>10</sub>Ti<sub>2</sub>]O<sub>4</sub>[Si<sub>12</sub>O<sub>36</sub>],,Na<sub>4</sub>(Fe<sup>2+</sup><sub>10</sub>Ti<sup>4+</sup><sub>2</sub>)O<sub>4</sub>[Si<sub>12</sub>O<sub>36</sub>],APPROVED; GRANDFATHERED,,"Aenigmatite Group.

Related to Malakhovite.",Fe; Na; Si; Ti; O,Fe; Na; Si; Ti; O,Ti,1865,0,1865,Approved: IMA 1967 special procedure.,Aen,9,D,H,40,69,2,1a,1,Velvet-black,Reddish brown,Vitreous,Greasy,"Translucent,Opaque",5.5,6.0,0,0,0,Triclinic,2,2,10.415,10.840,8.931,105.107,96.610,125.398,746.8,<mi>{010} </mi> <mi>{100}</mi>,Distinct/Good,Irregular/Uneven,brittle,,Biaxial,+,,,56,27,1483
Aerinite,Aerinite,Aerinite,"(Ca,Na)6(Fe3+,Fe2+,Mg,Al)4(Al,Mg)6Si12O36(OH)12(CO3)·12H2O","(Ca,Na)_6_(Fe^3+^,Fe^2+^,Mg,Al)_4_(Al,Mg)_6_Si_12_O_36_(OH)_12_(CO_3_)·12H_2_O","(Ca,Na)<sub>6</sub>(Fe<sup>3+</sup>,Fe<sup>2+</sup>,Mg,Al)<sub>4</sub>(Al,Mg)<sub>6</sub>Si<sub>12</sub>O<sub>36</sub>(OH)<sub>12</sub>(CO<sub>3</sub>)·12H<sub>2</sub>O","(Ca,Na)<sub>6</sub>(Fe<sup>3+</sup>,Fe<sup>2+</sup>,Mg,Al)<sub>4</sub>(Al,Mg)<sub>6</sub>Si<sub>12</sub>O<sub>36</sub>(OH)<sub>12</sub>(CO<sub>3</sub>)·12H<sub>2</sub>O",Ca Na Fe Mg Al Si O H C,,792,1876,"Approved, Redefined",Not in a structural group,hexagonal,P3c1,Ca Na Fe^3+ Fe^2+ Mg Al Si O H C,Aer,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM10 - Basalt-hosted zeolite minerals",34,1:1:34:1,e19a5f04-7cd2-422d-b502-b93c180a0334,2025-08-11 12:14:17,0,mineral,"(Ca<sub>5.1</sub>Na<sub>0.5</sub>)(Fe<sup>3+</sup>,Al,Fe<sup>2+</sup>,Mg)<sub>4</sub>(Al,Mg)<sub>6</sub>[HSi<sub>12</sub>O<sub>36</sub>(OH)<sub>12</sub>][(CO<sub>3</sub>)<sub>1.2</sub>(H<sub>2</sub>O)<sub>12</sub>]","According to Rius et al. (2009), the formula of the Fe<sup>3+</sup>-rich variety includes SO<sub>3</sub> (sulphite) substitution for carbonate.","(Ca,Na)<sub>6</sub>(Fe<sup>3+</sup>,Fe<sup>2+</sup>,Mg,Al)<sub>4</sub>(Al,Mg)<sub>6</sub>Si<sub>12</sub>O<sub>36</sub>(OH)<sub>12</sub>(CO<sub>3</sub>)·12H<sub>2</sub>O",APPROVED; GRANDFATHERED,REDEFINED,"A rare, chemically complex carbonate-bearing silicate. Found as a pigment in European murals.

NB: Some of the recorded Spanish localities for aerinite seem to be in reality misidentified riebeckite-magnesioriebeckite, especially for localities not i...",Al; Ca; Fe; Mg; Na; Si; O; C; H,Al; Ca; Fe; Na; Si; O; C; H,,1876,0,1876,Redefined 1988 s.p.: Azambre and Monchoux (1988).,Aer,9,D,B,45,68,1,3,1,Blue to blue-green,Bluish white,,,Transparent,3.0,3.0,0,0,0,Trigonal,11,83,16.916,0,5.229,0,0,0,0.0,,,,,,Biaxial,-,,,62,63,895
